;name;engine_power;max_spped;vehicle_transmission;model_date_begin;model_date_end;series;acceleration_time_to_100_km_h;dimensions_height;payload;dimensions_length;number_of_cylinders;wheelbase;curb_weight;dimensions_width;;;
564;325i;218;245;MT;2008;2013;3ER;7.6;1384;430;4612;6;2760;1655;1782;;;
565;335i;306;250;MT;2008;2013;3ER;5.8;1384;430;4612;6;2760;1810;1782;;;
566;335is;325;240;MT;2008;2013;3ER;5.4;1370;380;4620;6;2760;1815;1782;;;
567;325d;204;238;MT;2008;2013;3ER;7.5;1384;430;4612;6;2760;1740;1782;;;
568;335i;306;250;DKG;2008;2013;3ER;5.7;1384;430;4612;6;2760;1825;1782;;;
569;335is;325;240;DCT;2008;2013;3ER;5.4;1370;380;4620;6;2760;1830;1782;;;
570;320d  xDrive;184;230;AT;2008;2013;3ER;7.9;1395;480;4612;4;2760;1530;1782;;;
571;320d;184;235;AT;2008;2013;3ER;7.6;1395;480;4612;4;2760;1505;1782;;;
572;320i;170;228;AT;2008;2013;3ER;8.8;1395;450;4612;4;2760;1390;1782;;;
573;320i;156;218;AT;2008;2013;3ER;9.7;1395;450;4612;4;2760;1465;1782;;;
574;320i;156;220;MT;2008;2013;3ER;8.9;1395;450;4612;4;2760;1435;1782;;;
575;318i;143;210;MT;2008;2013;3ER;9.1;1395;450;4612;4;2760;1360;1782;;;
576;320d xDrive;184;232;MT;2008;2013;3ER;7.8;1395;480;4612;4;2760;1515;1782;;;
577;320i;170;230;MT;2008;2013;3ER;8.1;1395;450;4612;4;2760;1360;1782;;;
578;320d;184;237;MT;2008;2013;3ER;7.5;1395;480;4612;4;2760;1495;1782;;;
579;325i;218;247;AT;2008;2013;3ER;7.6;1395;480;4612;6;2760;1525;1782;;;
580;325i;218;247;MT;2008;2013;3ER;7.0;1395;480;4612;6;2760;1495;1782;;;
581;330d;245;250;AT;2008;2013;3ER;6.1;1395;480;4612;6;2760;1540;1782;;;
582;328i;233;209;AT;2008;2013;3ER;7.1;1395;420;4620;6;2760;1555;1782;;;
583;325d;204;242;AT;2008;2013;3ER;7.1;1395;480;4612;6;2760;1525;1782;;;
584;330d xDrive;245;250;AT;2008;2013;3ER;5.9;1395;480;4612;6;2760;1640;1782;;;
585;325i xDrive;218;244;AT;2008;2013;3ER;7.6;1395;480;4612;6;2760;1625;1782;;;
586;330i;272;250;AT;2008;2013;3ER;6.2;1395;480;4612;6;2760;1480;1782;;;
587;335i xDrive;306;250;AT;2008;2013;3ER;5.4;1375;480;4612;6;2760;1695;1782;;;
588;330i xDrive;272;250;AT;2008;2013;3ER;6.3;1395;480;4612;6;2760;1580;1782;;;
589;325i;218;250;AT;2008;2013;3ER;7.1;1395;480;4612;6;2760;1460;1782;;;
590;335d;286;250;AT;2008;2013;3ER;5.9;1375;480;4612;6;2760;1570;1782;;;
591;325i;218;250;MT;2008;2013;3ER;6.7;1395;480;4612;6;2760;1430;1782;;;
592;325i xDrive;218;246;MT;2008;2013;3ER;7.2;1395;480;4612;6;2760;1605;1782;;;
593;328i;233;209;MT;2008;2013;3ER;6.5;1395;420;4620;6;2760;1525;1782;;;
594;330d;245;250;MT;2008;2013;3ER;6.0;1395;480;4612;6;2760;1525;1782;;;
595;335is;325;240;MT;2008;2013;3ER;5.3;1375;420;4620;6;2760;1620;1782;;;
596;330d xDrive;245;250;MT;2008;2013;3ER;5.8;1395;480;4612;6;2760;1625;1782;;;
597;330i;272;250;MT;2008;2013;3ER;6.0;1395;480;4612;6;2760;1465;1782;;;
598;330i xDrive;272;250;MT;2008;2013;3ER;6.1;1395;480;4612;6;2760;1565;1782;;;
599;335i xDrive;306;250;MT;2008;2013;3ER;5.3;1375;480;4612;6;2760;1680;1782;;;
600;325d;204;244;MT;2008;2013;3ER;6.9;1395;480;4612;6;2760;1515;1782;;;
601;335i;306;250;MT;2008;2013;3ER;5.5;1375;480;4612;6;2760;1525;1782;;;
602;335is;325;240;DCT;2008;2013;3ER;5.2;1375;420;4620;6;2760;1630;1782;;;
603;335i;306;250;DKG;2008;2013;3ER;5.4;1375;480;4612;6;2760;1540;1782;;;
604;320i;170;226;AT;2008;2013;3ER;8.9;1421;520;4531;4;2760;1400;1817;;;
605;320i;170;226;AT;2008;2013;3ER;8.9;1421;520;4531;4;2760;1400;1817;;;
606;320d xDrive;184;228;AT;2008;2013;3ER;8.0;1421;520;4531;4;2760;1540;1817;;;
607;318i;143;210;AT;2008;2013;3ER;9.9;1421;520;4531;4;2760;1390;1817;;;
608;320d;184;233;AT;2008;2013;3ER;7.6;1421;520;4531;4;2760;1430;1817;;;
609;320d;177;228;AT;2008;2013;3ER;8.0;1421;520;4531;4;2760;1445;1817;;;
610;318d;143;210;AT;2008;2013;3ER;9.3;1421;520;4531;4;2760;1430;1817;;;
611;318d;143;210;AT;2008;2013;3ER;9.4;1421;520;4531;4;2760;1445;1817;;;
612;320d xDrive;177;222;AT;2008;2013;3ER;8.3;1421;520;4531;4;2760;1540;1817;;;
613;318i;143;210;AT;2008;2013;3ER;9.9;1421;520;4531;4;2760;1390;1817;;;
614;318d;143;210;MT;2008;2013;3ER;9.1;1421;520;4531;4;2760;1415;1817;;;
615;320d EfficientDynamics Edition;163;228;MT;2008;2013;3ER;8.0;1421;520;4531;4;2760;1420;1817;;;
616;318i;143;210;MT;2008;2013;3ER;9.1;1421;520;4531;4;2760;1360;1817;;;
617;318d;143;210;MT;2008;2013;3ER;9.3;1421;520;4531;4;2760;1430;1817;;;
618;320d;177;230;MT;2008;2013;3ER;7.9;1421;520;4531;4;2760;1430;1817;;;
619;320i;170;228;MT;2008;2013;3ER;8.2;1421;520;4531;4;2760;1370;1817;;;
620;318i;143;210;MT;2008;2013;3ER;9.1;1421;520;4531;4;2760;1360;1817;;;
621;320i;170;228;MT;2008;2013;3ER;8.2;1421;520;4531;4;2760;1370;1817;;;
622;320d xDrive;177;224;MT;2008;2013;3ER;8.2;1421;520;4531;4;2760;1525;1817;;;
623;320d;184;235;MT;2008;2013;3ER;7.5;1421;520;4531;4;2760;1420;1817;;;
624;320d BluePerformance;184;235;MT;2008;2013;3ER;7.5;1421;520;4531;4;2760;1420;1817;;;
625;316d;115;202;MT;2008;2013;3ER;10.9;1421;520;4531;4;2760;1400;1817;;;
626;320d xDrive;184;230;MT;2008;2013;3ER;7.9;1421;520;4531;4;2760;1525;1817;;;
627;330i;272;250;AT;2008;2013;3ER;6.3;1421;525;4531;6;2760;1490;1817;;;
628;335d;269;209;AT;2008;2013;3ER;6.2;1421;480;4541;6;2760;1735;1817;;;
629;335i;306;250;AT;2008;2013;3ER;5.8;1421;520;4531;6;2760;1550;1817;;;
630;325d;204;240;AT;2008;2013;3ER;7.2;1421;525;4531;6;2760;1535;1817;;;
631;335d;286;250;AT;2008;2013;3ER;6.0;1421;520;4531;6;2760;1580;1817;;;
632;325i xDrive;218;242;AT;2008;2013;3ER;7.7;1421;520;4531;6;2760;1560;1817;;;
633;330i xDrive;272;250;AT;2008;2013;3ER;6.4;1421;520;4531;6;2760;1595;1817;;;
634;335i xDrive;306;250;AT;2008;2013;3ER;5.6;1421;520;4531;6;2760;1660;1817;;;
635;330d xDrive;245;247;AT;2008;2013;3ER;6.0;1421;520;4531;6;2760;1650;1817;;;
636;328i xDrive;233;209;AT;2008;2013;3ER;7.4;1421;480;4541;6;2760;1655;1817;;;
637;330i xDrive;272;250;AT;2008;2013;3ER;6.4;1421;525;4531;6;2760;1590;1817;;;
638;325i xDrive;218;242;AT;2008;2013;3ER;7.7;1421;520;4531;6;2760;1560;1817;;;
639;325i;218;248;AT;2008;2013;3ER;7.1;1421;520;4531;6;2760;1460;1817;;;
640;335i xDrive;306;250;AT;2008;2013;3ER;5.5;1421;520;4531;6;2760;1630;1817;;;
641;330i;272;250;AT;2008;2013;3ER;6.3;1421;520;4531;6;2760;1495;1817;;;
642;335i;306;250;AT;2008;2013;3ER;5.8;1421;520;4531;6;2760;1550;1817;;;
643;325d;197;233;AT;2008;2013;3ER;7.6;1421;520;4531;6;2760;1535;1817;;;
644;330d;245;250;AT;2008;2013;3ER;6.2;1421;520;4531;6;2760;1550;1817;;;
645;335d;286;250;AT;2008;2013;3ER;6.0;1421;520;4531;6;2760;1580;1817;;;
646;325i;218;248;AT;2008;2013;3ER;7.1;1421;520;4531;6;2760;1460;1817;;;
647;328i;233;209;AT;2008;2013;3ER;7.2;1421;480;4541;6;2760;1555;1817;;;
648;330d xDrive;245;247;MT;2008;2013;3ER;5.9;1421;520;4531;6;2760;1635;1817;;;
649;325i;218;250;MT;2008;2013;3ER;6.7;1421;520;4531;6;2760;1430;1817;;;
650;335i xDrive;306;250;MT;2008;2013;3ER;5.5;1421;520;4531;6;2760;1645;1817;;;
651;330d BluePerformance;245;250;MT;2008;2013;3ER;6.1;1421;520;4531;6;2760;1535;1817;;;
652;335i;306;250;MT;2008;2013;3ER;5.6;1421;520;4531;6;2760;1535;1817;;;
653;330i xDrive;272;250;MT;2008;2013;3ER;6.2;1421;520;4531;6;2760;1580;1817;;;
654;325d;197;235;MT;2008;2013;3ER;7.4;1421;520;4531;6;2760;1525;1817;;;
655;330i;272;250;MT;2008;2013;3ER;6.1;1421;525;4531;6;2760;1475;1817;;;
656;325i xDrive;218;244;MT;2008;2013;3ER;7.3;1421;520;4531;6;2760;1540;1817;;;
657;330d;245;250;MT;2008;2013;3ER;6.1;1421;520;4531;6;2760;1535;1817;;;
658;328i;233;209;MT;2008;2013;3ER;6.6;1421;480;4541;6;2760;1525;1817;;;
659;335i xDrive;306;250;MT;2008;2013;3ER;5.4;1421;520;4531;6;2760;1615;1817;;;
660;325i xDrive;218;244;MT;2008;2013;3ER;7.3;1421;520;4531;6;2760;1540;1817;;;
661;325i;218;250;MT;2008;2013;3ER;6.7;1421;520;4531;6;2760;1430;1817;;;
662;335i;306;250;MT;2008;2013;3ER;5.6;1421;520;4531;6;2760;1535;1817;;;
663;330i xDrive;272;250;MT;2008;2013;3ER;6.2;1421;525;4531;6;2760;1575;1817;;;
664;328i xDrive;233;209;MT;2008;2013;3ER;7.2;1421;480;4541;6;2760;1635;1817;;;
665;330i;272;250;MT;2008;2013;3ER;6.1;1421;520;4531;6;2760;1480;1817;;;
666;325d;204;242;MT;2008;2013;3ER;7.0;1421;520;4531;6;2760;1525;1817;;;
667;318i;143;210;AT;2008;2013;3ER;10.4;1418;540;4527;4;2760;1460;1817;;;
668;320d xDrive;184;226;AT;2008;2013;3ER;8.4;1418;540;4527;4;2760;1605;1817;;;
669;318d;143;210;AT;2008;2013;3ER;9.7;1418;540;4527;4;2760;1520;1817;;;
670;320d;184;231;AT;2008;2013;3ER;7.9;1418;540;4527;4;2760;1520;1817;;;
671;320i;170;224;AT;2008;2013;3ER;9.2;1418;540;4527;4;2760;1460;1817;;;
672;320d xDrive;177;220;AT;2008;2013;3ER;8.7;1418;540;4527;4;2760;1605;1817;;;
673;320d;177;226;AT;2008;2013;3ER;8.3;1418;540;4527;4;2760;1520;1817;;;
674;318d;143;210;AT;2008;2013;3ER;9.6;1418;540;4527;4;2760;1505;1817;;;
675;318i;143;210;AT;2008;2013;3ER;10.4;1418;540;4527;4;2760;1460;1817;;;
676;320i;170;224;AT;2008;2013;3ER;9.2;1418;540;4527;4;2760;1460;1817;;;
677;320d xDrive;184;228;MT;2008;2013;3ER;8.2;1418;540;4527;4;2760;1590;1817;;;
678;320d;177;228;MT;2008;2013;3ER;8.1;1418;540;4527;4;2760;1505;1817;;;
679;320d xDrive;177;222;MT;2008;2013;3ER;8.5;1418;540;4527;4;2760;1590;1817;;;
680;318i;143;210;MT;2008;2013;3ER;9.5;1418;540;4527;4;2760;1430;1817;;;
681;320i;170;226;MT;2008;2013;3ER;8.4;1418;540;4527;4;2760;1430;1817;;;
682;320i;170;226;MT;2008;2013;3ER;8.4;1418;540;4527;4;2760;1430;1817;;;
683;318d;143;210;MT;2008;2013;3ER;9.6;1418;540;4527;4;2760;1505;1817;;;
684;316d;115;201;MT;2008;2013;3ER;11.2;1418;540;4527;4;2760;1475;1817;;;
685;318d;143;210;MT;2008;2013;3ER;9.4;1418;540;4527;4;2760;1490;1817;;;
686;320d;184;233;MT;2008;2013;3ER;7.7;1418;540;4527;4;2760;1505;1817;;;
687;318i;143;210;MT;2008;2013;3ER;9.5;1418;540;4527;4;2760;1430;1817;;;
688;320d EfficientDynamics Edition;163;223;MT;2008;2013;3ER;8.3;1403;540;4527;4;2760;1505;1817;;;
689;325i xDrive;218;240;AT;2008;2013;3ER;8.1;1418;540;4527;6;2760;1660;1817;;;
690;330i;272;250;AT;2008;2013;3ER;6.4;1418;550;4527;6;2760;1545;1817;;;
691;335i xDrive;306;250;AT;2008;2013;3ER;5.7;1418;540;4527;6;2760;1730;1817;;;
692;328i;233;209;AT;2008;2013;3ER;7.4;1418;500;4537;6;2760;1630;1817;;;
693;335i;306;250;AT;2008;2013;3ER;5.9;1418;540;4527;6;2760;1630;1817;;;
694;330i;272;250;AT;2008;2013;3ER;6.4;1418;550;4527;6;2760;1545;1817;;;
695;325d;204;235;AT;2008;2013;3ER;7.3;1418;540;4527;6;2760;1605;1817;;;
696;335i;306;250;AT;2008;2013;3ER;5.9;1418;540;4527;6;2760;1610;1817;;;
697;325i xDrive;218;240;AT;2008;2013;3ER;8.1;1418;540;4527;6;2760;1660;1817;;;
698;330i xDrive;272;250;AT;2008;2013;3ER;6.6;1418;540;4527;6;2760;1660;1817;;;
699;330d xDrive;245;245;AT;2008;2013;3ER;6.1;1418;540;4527;6;2760;1715;1817;;;
700;330i xDrive;272;250;AT;2008;2013;3ER;6.6;1418;540;4527;6;2760;1660;1817;;;
701;335i xDrive;306;250;AT;2008;2013;3ER;5.6;1418;540;4527;6;2760;1675;1817;;;
702;330d;245;250;AT;2008;2013;3ER;6.3;1418;540;4527;6;2760;1615;1817;;;
703;325i;218;246;AT;2008;2013;3ER;7.3;1418;540;4527;6;2760;1520;1817;;;
704;325d;197;231;AT;2008;2013;3ER;7.7;1418;540;4527;6;2760;1600;1817;;;
705;335d;286;250;AT;2008;2013;3ER;6.1;1418;;4527;6;2760;1645;1817;;;
706;325i;218;246;AT;2008;2013;3ER;7.3;1418;540;4527;6;2760;1520;1817;;;
707;328i xDrive;233;209;AT;2008;2013;3ER;7.6;1418;500;4537;6;2760;1730;1817;;;
708;335d;286;250;AT;2008;2013;3ER;6.1;1418;540;4527;6;2760;1645;1817;;;
709;325i xDrive;218;242;MT;2008;2013;3ER;7.7;1418;540;4527;6;2760;1640;1817;;;
710;325i;218;248;MT;2008;2013;3ER;6.9;1418;540;4527;6;2760;1490;1817;;;
711;335i;306;250;MT;2008;2013;3ER;5.7;1418;540;4527;6;2760;1615;1817;;;
712;330i;272;250;MT;2008;2013;3ER;6.2;1418;550;4527;6;2760;1530;1817;;;
713;325d;197;233;MT;2008;2013;3ER;7.6;1418;540;4527;6;2760;1590;1817;;;
714;330d;245;250;MT;2008;2013;3ER;6.2;1418;540;4527;6;2760;1600;1817;;;
715;325i;218;248;MT;2008;2013;3ER;6.9;1418;540;4527;6;2760;1490;1817;;;
716;328i;233;209;MT;2008;2013;3ER;6.8;1418;500;4537;6;2760;1600;1817;;;
717;330i;272;250;MT;2008;2013;3ER;6.2;1418;550;4527;6;2760;1530;1817;;;
718;335i;306;250;MT;2008;2013;3ER;5.7;1418;540;4527;6;2760;1595;1817;;;
719;325d;204;240;MT;2008;2013;3ER;7.2;1418;540;4527;6;2760;1590;1817;;;
720;330i xDrive;272;250;MT;2008;2013;3ER;6.4;1418;540;4527;6;2760;1640;1817;;;
721;335i xDrive;306;250;MT;2008;2013;3ER;5.6;1418;540;4527;6;2760;1715;1817;;;
722;330d xDrive;245;245;MT;2008;2013;3ER;6.0;1418;540;4527;6;2760;1700;1817;;;
723;325i xDrive;218;242;MT;2008;2013;3ER;7.7;1418;540;4527;6;2760;1640;1817;;;
724;328i xDrive;233;209;MT;2008;2013;3ER;7.4;1418;500;4537;6;2760;1710;1817;;;
725;330i xDrive;272;250;MT;2008;2013;3ER;6.4;1418;540;4527;6;2760;1640;1817;;;
726;335i xDrive;306;250;MT;2008;2013;3ER;5.5;1418;540;4527;6;2760;1660;1817;;;
727;320d;177;223;AT;2004;2010;3ER;8.7;1384;430;4580;4;2760;1670;1782;;;
728;320i;170;226;AT;2004;2010;3ER;9.8;1384;430;4580;4;2760;1625;1782;;;
729;320i;170;226;AT;2004;2010;3ER;9.8;1384;430;4580;4;2760;1625;1782;;;
730;320d;177;223;AT;2004;2010;3ER;8.7;1384;430;4580;4;2760;1670;1782;;;
731;320i;170;228;MT;2004;2010;3ER;9.1;1384;430;4580;4;2760;1595;1782;;;
732;320i;170;228;MT;2004;2010;3ER;9.1;1384;430;4580;4;2760;1595;1782;;;
733;320d;177;223;MT;2004;2010;3ER;8.6;1384;430;4580;4;2760;1655;1782;;;
734;320d;177;223;MT;2004;2010;3ER;8.6;1384;430;4580;4;2760;1655;1782;;;
735;325d;197;233;AT;2004;2010;3ER;8.0;1384;430;4580;6;2760;1750;1782;;;
736;330d;231;243;AT;2004;2010;3ER;7.1;1384;430;4580;6;2760;1765;1782;;;
737;330i;272;250;AT;2004;2010;3ER;6.7;1384;430;4580;6;2760;1720;1782;;;
738;325i;218;243;AT;2004;2010;3ER;8.1;1384;430;4580;6;2760;1685;1782;;;
739;330i;272;250;AT;2004;2010;3ER;6.7;1384;430;4580;6;2760;1720;1782;;;
740;330d;245;250;AT;2004;2010;3ER;6.5;1384;430;4580;6;2760;1765;1782;;;
741;325i;218;243;AT;2004;2010;3ER;8.1;1384;430;4580;6;2760;1685;1782;;;
742;335i;306;250;AT;2004;2010;3ER;6.0;1384;430;4580;6;2760;1750;1782;;;
743;325d;197;233;AT;2004;2010;3ER;8.0;1384;430;4580;6;2760;1750;1782;;;
744;328i;233;209;AT;2004;2010;3ER;7.5;1384;400;4588;6;2760;1750;1782;;;
745;330d;231;245;MT;2004;2010;3ER;7.0;1384;430;4580;6;2760;1750;1782;;;
746;325i;218;245;MT;2004;2010;3ER;7.6;1384;430;4580;6;2760;1655;1782;;;
747;328i;233;209;MT;2004;2010;3ER;7.0;1384;400;4588;6;2760;1720;1782;;;
748;330i;272;250;MT;2004;2010;3ER;6.5;1384;430;4580;6;2760;1705;1782;;;
749;335i;306;250;MT;2004;2010;3ER;5.8;1384;430;4580;6;2760;1735;1782;;;
750;325d;197;235;MT;2004;2010;3ER;7.9;1384;430;4580;6;2760;1740;1782;;;
751;325d;197;235;MT;2004;2010;3ER;7.9;1384;430;4580;6;2760;1740;1782;;;
752;330d;245;250;MT;2004;2010;3ER;6.4;1384;430;4580;6;2760;1750;1782;;;
753;325i;218;245;MT;2004;2010;3ER;7.6;1384;430;4580;6;2760;1655;1782;;;
754;330i;272;250;MT;2004;2010;3ER;6.5;1384;430;4580;6;2760;1705;1782;;;
755;335i;306;250;DKG;2004;2010;3ER;5.7;1384;430;4580;6;2760;1750;1782;;;
756;320d;177;230;AT;2004;2010;3ER;8.0;1395;480;4580;4;2760;1430;1782;;;
757;320i;170;228;AT;2004;2010;3ER;8.8;1395;450;4580;4;2760;1390;1782;;;
758;320d;177;230;AT;2004;2010;3ER;8.0;1395;480;4580;4;2760;1430;1782;;;
759;320i;170;228;AT;2004;2010;3ER;8.8;1395;450;4580;4;2760;1390;1782;;;
760;320d xDrive;177;224;AT;2004;2010;3ER;8.2;1395;480;4580;4;2760;1530;1782;;;
761;320d;177;232;MT;2004;2010;3ER;7.9;1395;480;4580;4;2760;1420;1782;;;
762;320i;170;230;MT;2004;2010;3ER;8.1;1395;450;4580;4;2760;1360;1782;;;
763;320d xDrive;177;226;MT;2004;2010;3ER;8.1;1395;480;4580;4;2760;1515;1782;;;
764;320i;170;230;MT;2004;2010;3ER;8.1;1395;450;4580;4;2760;1360;1782;;;
765;320d;177;232;MT;2004;2010;3ER;7.9;1395;480;4580;4;2760;1420;1782;;;
766;325xi;218;238;AT;2004;2010;3ER;8.0;1395;480;4580;6;2760;1560;1782;;;
767;325i;218;245;AT;2004;2010;3ER;7.6;1395;480;4580;6;2760;1450;1782;;;
768;325i;218;247;MT;2004;2010;3ER;6.9;1395;480;4580;6;2760;1420;1782;;;
769;325xi;218;244;MT;2004;2010;3ER;7.4;1395;480;4580;6;2760;1530;1782;;;
770;328i xDrive;233;209;AT;2004;2010;3ER;7.3;1395;420;4588;6;2760;1645;1782;;;
771;330d;231;250;AT;2004;2010;3ER;6.7;1395;480;4580;6;2760;1540;1782;;;
772;325i;218;250;AT;2004;2010;3ER;7.0;1395;480;4580;6;2760;1450;1782;;;
773;328i;233;209;AT;2004;2010;3ER;7.1;1395;420;4588;6;2760;1550;1782;;;
774;330i;272;250;AT;2004;2010;3ER;6.4;1395;480;4580;6;2760;1485;1782;;;
775;335d;286;250;AT;2004;2010;3ER;6.1;1375;480;4580;6;2760;1570;1782;;;
776;330i;272;250;AT;2004;2010;3ER;6.2;1395;480;4580;6;2760;1485;1782;;;
777;335i;306;250;AT;2004;2010;3ER;5.7;1375;480;4580;6;2760;1540;1782;;;
778;325d;197;236;AT;2004;2010;3ER;7.5;1395;480;4580;6;2760;1525;1782;;;
779;330d;231;250;AT;2004;2010;3ER;6.7;1395;480;4580;6;2760;1540;1782;;;
780;335i;306;250;AT;2004;2010;3ER;5.7;1375;480;4580;6;2760;1540;1782;;;
781;335d;286;250;AT;2004;2010;3ER;6.1;1375;480;4580;6;2760;1570;1782;;;
782;330d;245;250;AT;2004;2010;3ER;6.1;1395;480;4580;6;2760;1540;1782;;;
783;325i;218;250;AT;2004;2010;3ER;7.0;1395;480;4580;6;2760;1450;1782;;;
784;330i;272;250;AT;2004;2010;3ER;6.2;1395;485;4580;6;2760;1480;1782;;;
785;325d;197;236;AT;2004;2010;3ER;7.5;1395;480;4580;6;2760;1525;1782;;;
786;330xi;272;250;AT;2004;2010;3ER;6.7;1395;520;4580;6;2760;1595;1782;;;
787;330xd;231;240;AT;2004;2010;3ER;6.6;1395;520;4580;6;2760;1650;1782;;;
788;325xi;218;244;AT;2004;2010;3ER;7.6;1395;480;4580;6;2760;1550;1782;;;
789;330xi;272;250;AT;2004;2010;3ER;6.3;1395;480;4580;6;2760;1585;1782;;;
790;330xd;231;240;AT;2004;2010;3ER;6.6;1395;480;4580;6;2760;1640;1782;;;
791;330d xDrive;245;250;AT;2004;2010;3ER;5.9;1395;480;4580;6;2760;1640;1782;;;
792;325i xDrive;218;244;AT;2004;2010;3ER;7.6;1395;480;4580;6;2760;1550;1782;;;
793;330i xDrive;272;250;AT;2004;2010;3ER;6.3;1395;485;4580;6;2760;1580;1782;;;
794;335xi;306;250;AT;2004;2010;3ER;5.5;1375;480;4580;6;2760;1650;1782;;;
795;335i;306;250;MT;2004;2010;3ER;5.5;1375;480;4580;6;2760;1525;1782;;;
796;325i;218;250;MT;2004;2010;3ER;6.6;1395;480;4580;6;2760;1420;1782;;;
797;330xi;272;250;MT;2004;2010;3ER;6.2;1395;520;4580;6;2760;1580;1782;;;
798;330i;272;250;MT;2004;2010;3ER;6.1;1395;480;4580;6;2760;1470;1782;;;
799;330xd;231;242;MT;2004;2010;3ER;6.5;1395;520;4580;6;2760;1635;1782;;;
800;330d xDrive;245;250;MT;2004;2010;3ER;5.8;1395;480;4580;6;2760;1625;1782;;;
801;325xi;218;246;MT;2004;2010;3ER;7.2;1395;480;4580;6;2760;1530;1782;;;
802;330i xDrive;272;250;MT;2004;2010;3ER;6.1;1395;485;4580;6;2760;1565;1782;;;
803;328i xDrive;233;209;MT;2004;2010;3ER;7.1;1395;420;4588;6;2760;1625;1782;;;
804;330d;231;250;MT;2004;2010;3ER;6.6;1395;480;4580;6;2760;1525;1782;;;
805;330xi;272;250;MT;2004;2010;3ER;6.1;1395;480;4580;6;2760;1570;1782;;;
806;325i xDrive;218;246;MT;2004;2010;3ER;7.2;1395;480;4580;6;2760;1530;1782;;;
807;330d;245;250;MT;2004;2010;3ER;6.0;1395;480;4580;6;2760;1525;1782;;;
808;330d;231;250;MT;2004;2010;3ER;6.6;1395;480;4580;6;2760;1525;1782;;;
809;325d;197;238;MT;2004;2010;3ER;7.3;1395;480;4580;6;2760;1515;1782;;;
810;335i;306;250;MT;2004;2010;3ER;5.5;1375;480;4580;6;2760;1525;1782;;;
811;330i;272;250;MT;2004;2010;3ER;6.0;1395;480;4580;6;1760;1470;1782;;;
812;325i;218;250;MT;2004;2010;3ER;6.6;1395;480;4580;6;2760;1420;1782;;;
813;330xd;231;242;MT;2004;2010;3ER;6.5;1395;480;4580;6;2760;1625;1782;;;
814;335xi;306;250;MT;2004;2010;3ER;5.4;1375;480;4580;6;2760;1635;1782;;;
815;330i;272;250;MT;2004;2010;3ER;6.0;1395;485;4580;6;2760;1465;1782;;;
816;328i;233;209;MT;2004;2010;3ER;6.5;1395;420;4588;6;2760;1520;1782;;;
817;325d;197;238;MT;2004;2010;3ER;7.3;1395;480;4580;6;2760;1515;1782;;;
818;335i;306;250;DKG;2004;2010;3ER;5.4;1375;480;4580;6;2760;1540;1782;;;
819;320d;163;220;AT;2004;2010;3ER;8.6;1421;520;4520;4;2760;1430;1817;;;
820;318i;143;210;AT;2004;2010;3ER;9.9;1421;520;4520;4;2760;1390;1817;;;
821;320i;150;215;AT;2004;2010;3ER;9.7;1421;520;4520;4;2760;1350;1817;;;
822;318i;129;206;AT;2004;2010;3ER;11.0;1421;520;4520;4;2760;1390;1817;;;
823;320d;177;228;AT;2004;2010;3ER;8.0;1421;520;4520;4;2760;1445;1817;;;
824;320i;170;226;AT;2004;2010;3ER;8.9;1421;520;4520;4;2760;1400;1817;;;
825;320i;150;220;MT;2004;2010;3ER;9.0;1421;520;4520;4;2760;1320;1817;;;
826;318d;122;206;MT;2004;2010;3ER;10.6;1421;520;4520;4;2760;1430;1817;;;
827;320si;173;225;MT;2004;2010;3ER;8.1;1421;520;4520;4;2760;1350;1817;;;
828;320d;163;225;MT;2004;2010;3ER;8.3;1421;520;4520;4;2760;1415;1817;;;
829;318i;129;208;MT;2004;2010;3ER;10.0;1421;520;4520;4;2760;1360;1817;;;
830;318i;143;210;MT;2004;2010;3ER;9.1;1421;520;4520;4;2760;1360;1817;;;
831;320d;177;230;MT;2004;2010;3ER;7.9;1421;520;4520;4;2760;1430;1817;;;
832;318d;143;210;MT;2004;2010;3ER;9.3;1421;520;4520;4;2760;1430;1817;;;
833;320i;170;228;MT;2004;2010;3ER;8.2;1421;520;4520;4;2760;1370;1817;;;
834;325xi;218;236;AT;2004;2010;3ER;8.1;1421;520;4520;6;2760;1570;1817;;;
835;325i;218;242;AT;2004;2010;3ER;7.7;1421;520;4520;6;2760;1445;1817;;;
836;325i;218;245;MT;2004;2010;3ER;7.0;1421;520;4520;6;2760;1415;1817;;;
837;325xi;218;242;MT;2004;2010;3ER;7.5;1421;520;4520;6;2760;1540;1817;;;
838;328i;233;209;AT;2004;2010;3ER;7.2;1421;480;4526;6;2760;1545;1817;;;
839;330d;231;248;AT;2004;2010;3ER;6.8;1421;505;4520;6;2760;1550;1817;;;
840;330i;258;250;AT;2004;2010;3ER;6.6;1421;520;4520;6;2760;1465;1817;;;
841;330d;231;248;AT;2004;2010;3ER;6.8;1421;520;4520;6;2760;1550;1817;;;
842;330xd;231;240;AT;2004;2010;3ER;6.7;1421;520;4520;6;2760;1650;1817;;;
843;335i;306;250;AT;2004;2010;3ER;5.8;1421;520;4520;6;2760;1550;1817;;;
844;330xi;258;250;AT;2004;2010;3ER;6.9;1421;520;4520;6;2760;1595;1817;;;
845;335i;306;250;AT;2004;2010;3ER;5.8;1421;520;4520;6;2760;1550;1817;;;
846;325xi;218;242;AT;2004;2010;3ER;7.7;1421;520;4520;6;2760;1560;1817;;;
