name,weight,dimensions_length,dimensions_width,dimensions_height,model_date_begin,body_type,series
M140i,1510,4329,1765,1430,2017,hatchback,1ER
118i,1380,4329,1765,1440,2017,hatchback,1ER
118i Sport,1380,4329,1765,1440,2017,hatchback,1ER
118i Urban,1380,4329,1765,1440,2017,hatchback,1ER
118i М Sport,1380,4329,1765,1440,2017,hatchback,1ER
118i Advantage,1380,4329,1765,1440,2017,hatchback,1ER
118i SE,1380,4329,1765,1440,2017,hatchback,1ER
118i,1395,4329,1765,1440,2017,hatchback,1ER
118i М Sport,1395,4329,1765,1440,2017,hatchback,1ER
118i Advantage,1395,4329,1765,1440,2017,hatchback,1ER
118i Sport,1395,4329,1765,1440,2017,hatchback,1ER
118i Urban,1395,4329,1765,1440,2017,hatchback,1ER
118i SE,1395,4329,1765,1440,2017,hatchback,1ER
120d M Sport,1465,4329,1765,1440,2017,hatchback,1ER
120d xDrive M Sport,1550,4329,1765,1440,2017,hatchback,1ER
M140i xDrive,1615,4329,1765,1440,2017,hatchback,1ER
M135i xDrive,1595,4324,1765,1430,2015,hatchback,1ER
M140i xDrive,1595,4324,1765,1430,2015,hatchback,1ER
M140i,1595,4324,1765,1430,2015,hatchback,1ER
118i,1375,4329,1765,1440,2015,hatchback,1ER
118i Sport,1380,4329,1765,1440,2015,hatchback,1ER
118i Urban,1380,4329,1765,1440,2015,hatchback,1ER
118i М Sport,1380,4329,1765,1440,2015,hatchback,1ER
118i Advantage,1380,4329,1765,1440,2015,hatchback,1ER
118i,1380,4329,1765,1440,2015,hatchback,1ER
120i,1380,4329,1765,1440,2015,hatchback,1ER
118i Advantage,1390,4329,1765,1440,2015,hatchback,1ER
118i Sport,1390,4329,1765,1440,2015,hatchback,1ER
118i Urban,1390,4329,1765,1440,2015,hatchback,1ER
118i М Sport,1390,4329,1765,1440,2015,hatchback,1ER
118i,1395,4329,1765,1440,2015,hatchback,1ER
118i М Sport,1395,4329,1765,1440,2015,hatchback,1ER
120i,1395,4329,1765,1440,2015,hatchback,1ER
120i Advantage,1395,4329,1765,1440,2015,hatchback,1ER
120i Sport,1395,4329,1765,1440,2015,hatchback,1ER
120i Urban,1395,4329,1765,1440,2015,hatchback,1ER
120i М Sport,1395,4329,1765,1440,2015,hatchback,1ER
120i М Sport,1455,4329,1765,1440,2015,hatchback,1ER
120i,1455,4329,1765,1440,2015,hatchback,1ER
120i Urban,1455,4329,1765,1440,2015,hatchback,1ER
120i Sport,1455,4329,1765,1440,2015,hatchback,1ER
120i Advantage,1455,4329,1765,1440,2015,hatchback,1ER
120d M Sport,1465,4329,1765,1440,2015,hatchback,1ER
120d xDrive M Sport,1530,4329,1765,1440,2015,hatchback,1ER
M 135i,1500,4324,1765,1411,2012,hatchback,1ER
M 135i,1515,4324,1765,1411,2012,hatchback,1ER
116i,1285,4324,1765,1462,2012,hatchback,1ER
116i,1305,4324,1765,1462,2012,hatchback,1ER
118i Sport,1370,4324,1765,1462,2012,hatchback,1ER
118i Urban,1370,4324,1765,1462,2012,hatchback,1ER
118i Sport,1390,4324,1765,1462,2012,hatchback,1ER
118i Urban,1390,4324,1765,1462,2012,hatchback,1ER
120d Sport,1415,4324,1765,1462,2012,hatchback,1ER
120d Urban,1415,4324,1765,1462,2012,hatchback,1ER
120d,1415,4324,1765,1462,2012,hatchback,1ER
120d Sport,1435,4324,1765,1462,2012,hatchback,1ER
120d Urban,1435,4324,1765,1462,2012,hatchback,1ER
120d,1435,4324,1765,1462,2012,hatchback,1ER
120d xDrive,1495,4324,1765,1462,2012,hatchback,1ER
M 135i xDrive,1590,4340,1765,1411,2012,hatchback,1ER
116i,1365,4324,1765,1462,2011,hatchback,1ER
118i Sport,1370,4324,1765,1462,2011,hatchback,1ER
118i Urban,1370,4324,1765,1462,2011,hatchback,1ER
116i,1385,4324,1765,1462,2011,hatchback,1ER
116i,1385,4324,1765,1462,2011,hatchback,1ER
118i Sport,1390,4324,1765,1462,2011,hatchback,1ER
118i Urban,1390,4324,1765,1462,2011,hatchback,1ER
120d Urban,1420,4324,1765,1462,2011,hatchback,1ER
120d Sport,1420,4324,1765,1462,2011,hatchback,1ER
120d,1420,4324,1765,1462,2011,hatchback,1ER
120d Sport,1440,4324,1765,1462,2011,hatchback,1ER
120d Urban,1440,4324,1765,1462,2011,hatchback,1ER
120d,1440,4324,1765,1462,2011,hatchback,1ER
120d xDrive,1500,4324,1765,1462,2011,hatchback,1ER
M 135i,1505,4340,1765,1411,2011,hatchback,1ER
M 135i,1520,4340,1765,1411,2011,hatchback,1ER
M 135i xDrive,1595,4340,1765,1411,2011,hatchback,1ER
M135i xDrive,1595,4340,1765,1411,2011,hatchback,1ER
135i,1530,4360,1748,1408,2011,coupe,1ER
135i,1545,4360,1748,1408,2011,coupe,1ER
120i,1375,4360,1748,1423,2011,coupe,1ER
120i,1395,4360,1748,1423,2011,coupe,1ER
120d,1450,4360,1748,1423,2011,coupe,1ER
120d,1450,4360,1748,1423,2011,coupe,1ER
125i,1480,4360,1748,1423,2011,coupe,1ER
123d,1495,4360,1748,1423,2011,coupe,1ER
123d,1495,4360,1748,1423,2011,coupe,1ER
125i,1505,4360,1748,1423,2011,coupe,1ER
3.0 M,1570,4380,1803,1420,2011,coupe,1ER
135i,1665,4360,1748,1392,2011,cabriolet,1ER
135i,1675,4360,1748,1392,2011,cabriolet,1ER
118i,1495,4360,1748,1411,2011,cabriolet,1ER
120i,1505,4360,1748,1411,2011,cabriolet,1ER
118i,1520,4360,1748,1411,2011,cabriolet,1ER
120i,1535,4360,1748,1411,2011,cabriolet,1ER
125i,1585,4360,1748,1411,2011,cabriolet,1ER
125i,1615,4360,1748,1411,2011,cabriolet,1ER
120d,1580,4360,1748,1423,2011,cabriolet,1ER
120d,1590,4360,1748,1423,2011,cabriolet,1ER
123d,1615,4360,1748,1423,2011,cabriolet,1ER
123d,1615,4360,1748,1423,2011,cabriolet,1ER
118i,1480,4360,1748,1411,2008,cabriolet,1ER
118i,1505,4360,1748,1411,2008,cabriolet,1ER
120i,1505,4360,1748,1411,2008,cabriolet,1ER
120i,1535,4360,1748,1411,2008,cabriolet,1ER
120d,1585,4360,1748,1411,2008,cabriolet,1ER
123d,1585,4360,1748,1411,2008,cabriolet,1ER
125i,1585,4360,1748,1411,2008,cabriolet,1ER
120d,1595,4360,1748,1411,2008,cabriolet,1ER
123d,1595,4360,1748,1411,2008,cabriolet,1ER
125i,1615,4360,1748,1411,2008,cabriolet,1ER
135i,1675,4360,1748,1411,2008,cabriolet,1ER
135i,1685,4360,1748,1411,2008,cabriolet,1ER
135i,1560,4360,1748,1408,2007,coupe,1ER
135i,1565,4360,1748,1408,2007,coupe,1ER
120i,1375,4360,1748,1423,2007,coupe,1ER
120i,1395,4360,1748,1423,2007,coupe,1ER
120d,1450,4360,1748,1423,2007,coupe,1ER
123d,1450,4360,1748,1423,2007,coupe,1ER
120d,1455,4360,1748,1423,2007,coupe,1ER
123d,1455,4360,1748,1423,2007,coupe,1ER
125i,1480,4360,1748,1423,2007,coupe,1ER
125i,1505,4360,1748,1423,2007,coupe,1ER
116i,1310,4239,1748,1421,2007,hatchback,1ER
116i,1310,4239,1748,1421,2007,hatchback,1ER
118i,1340,4239,1748,1421,2007,hatchback,1ER
118i,1365,4239,1748,1421,2007,hatchback,1ER
120i,1365,4239,1748,1421,2007,hatchback,1ER
120d,1365,4239,1748,1421,2007,hatchback,1ER
120d,1365,4239,1748,1421,2007,hatchback,1ER
120i,1385,4239,1748,1421,2007,hatchback,1ER
130i,1450,4239,1748,1421,2007,hatchback,1ER
130i,1475,4239,1748,1421,2007,hatchback,1ER
123d,1485,4239,1748,1421,2007,hatchback,1ER
123d,1485,4239,1748,1421,2007,hatchback,1ER
116i,1340,4239,1748,1421,2007,hatchback,1ER
118i,1350,4239,1748,1421,2007,hatchback,1ER
116i,1365,4239,1748,1421,2007,hatchback,1ER
118i,1375,4239,1748,1421,2007,hatchback,1ER
120i,1375,4239,1748,1421,2007,hatchback,1ER
120i,1395,4239,1748,1421,2007,hatchback,1ER
120d,1450,4239,1748,1421,2007,hatchback,1ER
123d,1450,4239,1748,1421,2007,hatchback,1ER
120d,1455,4239,1748,1421,2007,hatchback,1ER
130i,1460,4239,1748,1421,2007,hatchback,1ER
130i,1485,4239,1748,1421,2007,hatchback,1ER
123d,1495,4239,1748,1421,2007,hatchback,1ER
116i,1320,4227,1751,1430,2004,hatchback,1ER
118i,1325,4227,1751,1430,2004,hatchback,1ER
118i,1335,4227,1751,1430,2004,hatchback,1ER
120i,1335,4227,1751,1430,2004,hatchback,1ER
120i,1350,4227,1751,1430,2004,hatchback,1ER
130i,1450,4227,1751,1430,2004,hatchback,1ER
130i,1465,4227,1751,1430,2004,hatchback,1ER
3.0 M,1495,4380,1803,1420,2010,coupe,1ER
218i Online Edition,1450,4526,1800,1420,2019,sedan,2ER
218i,1450,4526,1800,1420,2019,sedan,2ER
218i M Sport Pro,1450,4526,1800,1420,2019,sedan,2ER
M235i xDrive M Special,1645,4526,1800,1420,2019,sedan,2ER
M235i xDrive,1645,4526,1800,1420,2019,sedan,2ER
218i Advantage,1420,4432,1774,1418,2017,coupe,2ER
218i Sport line,1420,4432,1774,1418,2017,coupe,2ER
218i Luxury line,1420,4432,1774,1418,2017,coupe,2ER
218i M Sport,1420,4432,1774,1418,2017,coupe,2ER
218i,1420,4432,1774,1418,2017,coupe,2ER
218i Advantage,1440,4432,1774,1418,2017,coupe,2ER
218i Sport line,1440,4432,1774,1418,2017,coupe,2ER
218i Luxury line,1440,4432,1774,1418,2017,coupe,2ER
218i АT M Sport,1440,4432,1774,1418,2017,coupe,2ER
218i Sport,1440,4432,1774,1418,2017,coupe,2ER
218i M Sport,1440,4432,1774,1418,2017,coupe,2ER
220i,1480,4432,1774,1418,2017,coupe,2ER
220d xDrive M Sport,1565,4432,1774,1418,2017,coupe,2ER
M240i xDrive,1560,4454,1774,1408,2017,coupe,2ER
M240i xDrive,1565,4454,1774,1408,2017,coupe,2ER
M240i xDrive M Special,1565,4454,1774,1408,2017,coupe,2ER
M240i,1565,4454,1774,1408,2017,coupe,2ER
220i,1425,4432,1774,1418,2014,coupe,2ER
220i,1440,4432,1774,1418,2014,coupe,2ER
220d,1450,4432,1774,1418,2014,coupe,2ER
220d Advantage,1450,4432,1774,1418,2014,coupe,2ER
220d Sport line,1450,4432,1774,1418,2014,coupe,2ER
220d Luxury line,1450,4432,1774,1418,2014,coupe,2ER
220d M Sport,1450,4432,1774,1418,2014,coupe,2ER
220i,1455,4432,1774,1418,2014,coupe,2ER
220i Advantage,1455,4432,1774,1418,2014,coupe,2ER
220i Sport line,1455,4432,1774,1418,2014,coupe,2ER
220i Luxury line,1455,4432,1774,1418,2014,coupe,2ER
220i M Sport,1455,4432,1774,1418,2014,coupe,2ER
220d,1465,4432,1774,1418,2014,coupe,2ER
220d Advantage,1465,4432,1774,1418,2014,coupe,2ER
220d Sport line,1465,4432,1774,1418,2014,coupe,2ER
220d Luxury line,1465,4432,1774,1418,2014,coupe,2ER
220d M Sport,1465,4432,1774,1418,2014,coupe,2ER
220i,1475,4432,1774,1418,2014,coupe,2ER
220i Advantage,1475,4432,1774,1418,2014,coupe,2ER
220i Sport line,1475,4432,1774,1418,2014,coupe,2ER
220i Luxury line,1475,4432,1774,1418,2014,coupe,2ER
220i M Sport,1475,4432,1774,1418,2014,coupe,2ER
M235i,1530,4432,1774,1418,2014,coupe,2ER
M235i,1545,4432,1774,1418,2014,coupe,2ER
M240i xDrive,1560,4432,1774,1418,2014,coupe,2ER
M240i,1560,4432,1774,1418,2014,coupe,2ER
M240i,1560,4432,1774,1418,2014,coupe,2ER
M235i xDrive,1600,4432,1774,1418,2014,coupe,2ER
218i Advantage,1415,4342,1800,1555,2018,hatchback,2ER
218i Sport,1415,4342,1800,1555,2018,hatchback,2ER
218i Luxury,1415,4342,1800,1555,2018,hatchback,2ER
218i M Sport,1415,4342,1800,1555,2018,hatchback,2ER
218i,1415,4342,1800,1555,2018,hatchback,2ER
218i Advantage,1445,4342,1800,1555,2018,hatchback,2ER
218i Sport,1445,4342,1800,1555,2018,hatchback,2ER
218i Luxury,1445,4342,1800,1555,2018,hatchback,2ER
218i M Sport,1445,4342,1800,1555,2018,hatchback,2ER
218i Advantage Plus,1445,4342,1800,1555,2018,hatchback,2ER
218i Sport,1445,4342,1800,1555,2018,hatchback,2ER
218i Advantage,1415,4342,1800,1586,2014,hatchback,2ER
218i Sport line,1415,4342,1800,1586,2014,hatchback,2ER
218i Luxury line,1415,4342,1800,1586,2014,hatchback,2ER
218i M Sport,1415,4342,1800,1586,2014,hatchback,2ER
218i Advantage,1445,4342,1800,1586,2014,hatchback,2ER
218i Sport line,1445,4342,1800,1586,2014,hatchback,2ER
218i Luxury line,1445,4342,1800,1586,2014,hatchback,2ER
218i M Sport,1445,4342,1800,1586,2014,hatchback,2ER
216i,1535,4568,1800,1612,2018,compact_van,2ER
218i,1540,4568,1800,1612,2018,compact_van,2ER
218i,1565,4568,1800,1612,2018,compact_van,2ER
216d,1605,4568,1800,1612,2018,compact_van,2ER
220i,1610,4568,1800,1612,2018,compact_van,2ER
216d,1615,4568,1800,1612,2018,compact_van,2ER
218d,1645,4568,1800,1612,2018,compact_van,2ER
218d,1675,4568,1800,1612,2018,compact_van,2ER
220d,1680,4568,1800,1612,2018,compact_van,2ER
218d xDrive,1715,4568,1800,1612,2018,compact_van,2ER
218d xDrive,1735,4568,1800,1612,2018,compact_van,2ER
220d xDrive,1740,4568,1800,1612,2018,compact_van,2ER
214d,1410,4556,1800,1641,2015,compact_van,2ER
216d,1495,4556,1800,1641,2015,compact_van,2ER
216i,1535,4556,1800,1641,2015,compact_van,2ER
218i,1540,4556,1800,1641,2015,compact_van,2ER
218i,1565,4556,1800,1641,2015,compact_van,2ER
216d,1605,4556,1800,1641,2015,compact_van,2ER
220i,1610,4556,1800,1641,2015,compact_van,2ER
220i,1610,4556,1800,1641,2015,compact_van,2ER
220d,1615,4556,1800,1641,2015,compact_van,2ER
218d,1645,4556,1800,1641,2015,compact_van,2ER
218d,1675,4556,1800,1641,2015,compact_van,2ER
220d,1680,4556,1800,1641,2015,compact_van,2ER
220d xDrive,1740,4556,1800,1641,2015,compact_van,2ER
320i xDrive,1525,4709,1827,1435,2018,sedan,3ER
320i xDrive,1525,4709,1827,1435,2018,sedan,3ER
320i xDrive M Sport Pure,1525,4709,1827,1435,2018,sedan,3ER
320i,1525,4709,1827,1435,2018,sedan,3ER
320i,1525,4709,1827,1435,2018,sedan,3ER
320i Sport,1525,4709,1827,1435,2018,sedan,3ER
318d,1530,4709,1827,1435,2018,sedan,3ER
318d,1530,4709,1827,1435,2018,sedan,3ER
318d Sport,1530,4709,1827,1435,2018,sedan,3ER
320d,1530,4709,1827,1435,2018,sedan,3ER
330i xDrive,1545,4709,1827,1435,2018,sedan,3ER
330i,1545,4709,1827,1435,2018,sedan,3ER
M340i xDrive,1545,4709,1827,1435,2018,sedan,3ER
M340i xDrive,1545,4709,1827,1435,2018,sedan,3ER
M340i xDrive M Special,1545,4709,1827,1435,2018,sedan,3ER
318i SE,1565,4709,1827,1435,2018,sedan,3ER
320d xDrive,1615,4709,1827,1435,2018,sedan,3ER
320d xDrive,1615,4709,1827,1435,2018,sedan,3ER
320d xDrive M Sport Pure,1615,4709,1827,1435,2018,sedan,3ER
320d xDrive M Sport Pro,1615,4709,1827,1435,2018,sedan,3ER
330d xDrive,1615,4709,1827,1435,2018,sedan,3ER
330d xDrive,1615,4709,1827,1435,2018,sedan,3ER
330d xDrive M Special,1615,4709,1827,1435,2018,sedan,3ER
318i,1475,4633,1811,1429,2015,sedan,3ER
318i,1500,4633,1811,1429,2015,sedan,3ER
320i,1505,4633,1811,1429,2015,sedan,3ER
320i Sport,1505,4633,1811,1429,2015,sedan,3ER
320i xDrive M Sport,1525,4633,1811,1429,2015,sedan,3ER
320i xDrive Luxury,1525,4633,1811,1429,2015,sedan,3ER
320i xDrive Sport,1525,4633,1811,1429,2015,sedan,3ER
320i xDrive,1525,4633,1811,1429,2015,sedan,3ER
320i xDrive 100 Years Edition,1525,4633,1811,1429,2015,sedan,3ER
320i xDrive SE,1525,4633,1811,1429,2015,sedan,3ER
320i,1525,4633,1811,1429,2015,sedan,3ER
320i Sport,1525,4633,1811,1429,2015,sedan,3ER
320i SE,1525,4633,1811,1429,2015,sedan,3ER
320d,1525,4633,1811,1429,2015,sedan,3ER
320d M Sport,1525,4633,1811,1429,2015,sedan,3ER
320i xDrive,1605,4633,1811,1429,2015,sedan,3ER
320d xDrive,1610,4633,1811,1429,2015,sedan,3ER
320d xDrive Sport,1610,4633,1811,1429,2015,sedan,3ER
320d xDrive Luxury,1610,4633,1811,1429,2015,sedan,3ER
320d xDrive 100 Years Edition,1610,4633,1811,1429,2015,sedan,3ER
320d xDrive SE,1610,4633,1811,1429,2015,sedan,3ER
330i xDrive,1640,4633,1811,1429,2015,sedan,3ER
340i xDrive,1690,4633,1811,1429,2015,sedan,3ER
340i xDrive,1690,4633,1811,1429,2015,sedan,3ER
320i,1540,4624,1811,1429,2012,station_wagon,3ER
320i,1560,4624,1811,1429,2012,station_wagon,3ER
320d,1565,4624,1811,1429,2012,station_wagon,3ER
328i,1585,4624,1811,1429,2012,station_wagon,3ER
328i,1595,4624,1811,1429,2012,station_wagon,3ER
320i xDrive,1630,4624,1811,1429,2012,station_wagon,3ER
320i xDrive,1630,4624,1811,1429,2012,station_wagon,3ER
320i xDrive,1650,4624,1811,1429,2012,station_wagon,3ER
328i xDrive,1650,4624,1811,1429,2012,station_wagon,3ER
320d xDrive,1660,4624,1811,1429,2012,station_wagon,3ER
328i xDrive,1665,4624,1811,1429,2012,station_wagon,3ER
328i xDrive,1685,4624,1811,1429,2012,station_wagon,3ER
316i Special Edition,1480,4624,1811,1429,2011,sedan,3ER
316i,1485,4624,1811,1429,2011,sedan,3ER
320i,1490,4624,1811,1429,2011,sedan,3ER
320i,1500,4624,1811,1429,2011,sedan,3ER
320i Special Edition,1500,4624,1811,1429,2011,sedan,3ER
320d,1505,4624,1811,1429,2011,sedan,3ER
328i,1505,4624,1811,1429,2011,sedan,3ER
328i,1515,4624,1811,1429,2011,sedan,3ER
328i Luxury,1515,4624,1811,1429,2011,sedan,3ER
316i,1535,4624,1811,1429,2011,sedan,3ER
335i,1585,4624,1811,1429,2011,sedan,3ER
335i,1595,4624,1811,1429,2011,sedan,3ER
328i xDrive Luxury,1610,4624,1811,1429,2011,sedan,3ER
320i xDrive,1490,4624,1811,1434,2011,sedan,3ER
328i xDrive,1535,4624,1811,1434,2011,sedan,3ER
320i xDrive,1565,4624,1811,1434,2011,sedan,3ER
320i xDrive M Sport,1565,4624,1811,1434,2011,sedan,3ER
335i xDrive,1590,4624,1811,1434,2011,sedan,3ER
320d xDrive,1595,4624,1811,1434,2011,sedan,3ER
320d xDrive Sport,1595,4624,1811,1434,2011,sedan,3ER
320d xDrive Luxury,1595,4624,1811,1434,2011,sedan,3ER
320d xDrive Modern,1595,4624,1811,1434,2011,sedan,3ER
328i xDrive,1610,4624,1811,1434,2011,sedan,3ER
335i xDrive,1665,4624,1811,1434,2011,sedan,3ER
335i xDrive,1710,4612,1782,1375,2010,coupe,3ER
335i xDrive,1710,4612,1782,1375,2010,coupe,3ER
320i,1360,4612,1782,1395,2010,coupe,3ER
320i,1360,4612,1782,1395,2010,coupe,3ER
320d,1495,4612,1782,1395,2010,coupe,3ER
325i,1495,4612,1782,1395,2010,coupe,3ER
325i,1495,4612,1782,1395,2010,coupe,3ER
320d,1505,4612,1782,1395,2010,coupe,3ER
325i xDrive,1605,4612,1782,1395,2010,coupe,3ER
325i xDrive,1605,4612,1782,1395,2010,coupe,3ER
320i,1670,4612,1782,1384,2010,cabriolet,3ER
320i,1670,4612,1782,1384,2010,cabriolet,3ER
325i,1730,4612,1782,1384,2010,cabriolet,3ER
325i,1730,4612,1782,1384,2010,cabriolet,3ER
335i,1810,4612,1782,1384,2010,cabriolet,3ER
335i,1810,4612,1782,1384,2010,cabriolet,3ER
335i,1825,4612,1782,1384,2010,cabriolet,3ER
318i,1435,4531,1817,1421,2008,sedan,3ER
320i,1435,4531,1817,1421,2008,sedan,3ER
318i,1465,4531,1817,1421,2008,sedan,3ER
318i Special Edition,1465,4531,1817,1421,2008,sedan,3ER
320i,1465,4531,1817,1421,2008,sedan,3ER
320i Edition Exclusive,1465,4531,1817,1421,2008,sedan,3ER
320i Business,1465,4531,1817,1421,2008,sedan,3ER
320i Business Plus,1465,4531,1817,1421,2008,sedan,3ER
320d,1505,4531,1817,1421,2008,sedan,3ER
325i,1505,4531,1817,1421,2008,sedan,3ER
320d,1520,4531,1817,1421,2008,sedan,3ER
325i,1535,4531,1817,1421,2008,sedan,3ER
325i Limited Edition,1535,4531,1817,1421,2008,sedan,3ER
325i Business Plus Navi,1535,4531,1817,1421,2008,sedan,3ER
325i M Sports Limited Edition,1535,4531,1817,1421,2008,sedan,3ER
325i Business,1535,4531,1817,1421,2008,sedan,3ER
320xd,1600,4531,1817,1421,2008,sedan,3ER
320xd,1615,4531,1817,1421,2008,sedan,3ER
325xi,1615,4531,1817,1421,2008,sedan,3ER
325xi,1635,4531,1817,1421,2008,sedan,3ER
325xi Business Plus Navi,1635,4531,1817,1421,2008,sedan,3ER
325xi Business,1635,4531,1817,1421,2008,sedan,3ER
335xi,1720,4531,1817,1421,2008,sedan,3ER
335xi,1735,4531,1817,1421,2008,sedan,3ER
320i,1459,4520,2013,1418,2008,station_wagon,3ER
320i,1459,4520,2013,1418,2008,station_wagon,3ER
325i,1490,4520,2013,1418,2008,station_wagon,3ER
325i,1490,4520,2013,1418,2008,station_wagon,3ER
320d,1505,4520,2013,1418,2008,station_wagon,3ER
320d,1505,4520,2013,1418,2008,station_wagon,3ER
325xi,1640,4520,2013,1418,2008,station_wagon,3ER
325xi Специальная серия,1640,4520,2013,1418,2008,station_wagon,3ER
325xi,1640,4520,2013,1418,2008,station_wagon,3ER
335i xDrive,1710,4612,1782,1375,2006,coupe,3ER
335i xDrive,1710,4612,1782,1375,2006,coupe,3ER
320i,1360,4612,1782,1395,2006,coupe,3ER
320i,1360,4612,1782,1395,2006,coupe,3ER
320d,1420,4612,1782,1395,2006,coupe,3ER
320d,1420,4612,1782,1395,2006,coupe,3ER
325i,1495,4612,1782,1395,2006,coupe,3ER
325i,1495,4612,1782,1395,2006,coupe,3ER
330i,1545,4612,1782,1395,2006,coupe,3ER
330i,1545,4612,1782,1395,2006,coupe,3ER
330d,1600,4612,1782,1395,2006,coupe,3ER
330d,1600,4612,1782,1395,2006,coupe,3ER
335i,1600,4612,1782,1395,2006,coupe,3ER
335i,1600,4612,1782,1395,2006,coupe,3ER
325i xDrive,1605,4612,1782,1395,2006,coupe,3ER
325i xDrive,1605,4612,1782,1395,2006,coupe,3ER
335d,1645,4612,1782,1395,2006,coupe,3ER
335d,1645,4612,1782,1395,2006,coupe,3ER
320i,1670,4612,1782,1384,2006,cabriolet,3ER
320i,1670,4612,1782,1384,2006,cabriolet,3ER
325i,1730,4612,1782,1384,2006,cabriolet,3ER
325i,1730,4612,1782,1384,2006,cabriolet,3ER
330i,1780,4612,1782,1384,2006,cabriolet,3ER
330i,1780,4612,1782,1384,2006,cabriolet,3ER
335i,1810,4612,1782,1384,2006,cabriolet,3ER
335i,1810,4612,1782,1384,2006,cabriolet,3ER
318i,1435,4531,1817,1421,2004,sedan,3ER
320i,1435,4531,1817,1421,2004,sedan,3ER
318i,1465,4531,1817,1421,2004,sedan,3ER
320i,1465,4531,1817,1421,2004,sedan,3ER
320d,1505,4531,1817,1421,2004,sedan,3ER
325i,1505,4531,1817,1421,2004,sedan,3ER
320d,1520,4531,1817,1421,2004,sedan,3ER
325i,1535,4531,1817,1421,2004,sedan,3ER
330i,1555,4531,1817,1421,2004,sedan,3ER
330i,1555,4531,1817,1421,2004,sedan,3ER
320xd,1600,4531,1817,1421,2004,sedan,3ER
335i,1610,4531,1817,1421,2004,sedan,3ER
320xd,1615,4531,1817,1421,2004,sedan,3ER
325xi,1615,4531,1817,1421,2004,sedan,3ER
