;name;engine_power;max_spped;vehicle_transmission;model_date_begin;model_date_end;series;acceleration_time_to_100_km_h;dimensions_height;payload;dimensions_length;number_of_cylinders;wheelbase;curb_weight;dimensions_width
1907;740i;286;240;AT;1986;1994;7ER;7.4;1411;520;4910;8;2832;1790;1845
1908;740iL;286;240;AT;1986;1994;7ER;7.4;1400;520;5024;8;2947;1830;1845
1909;750i;300;250;AT;1986;1994;7ER;7.4;1400;520;4910;12;2832;1830;1845
1910;750iL;300;250;AT;1986;1994;7ER;7.4;1400;520;5024;12;2946;1860;1845
1911;730i;258;250;AT;2012;2015;7ER;7.4;1471;665;5079;6;3070;1840;1902
1912;730Li;258;250;AT;2012;2015;7ER;7.5;1481;645;5219;6;3210;1865;1902
1913;730d xDrive;258;250;AT;2012;2015;7ER;6;1471;565;5079;6;3070;1985;1902
1914;740Li xDrive;320;250;AT;2012;2015;7ER;5.6;1481;615;5219;6;3210;1995;1902
1915;750Ld xDrive;381;250;AT;2012;2015;7ER;4.9;1481;575;5219;6;3210;2095;1902
1916;740i;320;250;AT;2012;2015;7ER;5.7;1471;650;5079;6;3070;1900;1902
1917;730Ld;258;250;AT;2012;2015;7ER;6.2;1481;585;5219;6;3210;1950;1902
1918;740d xDrive;313;250;AT;2012;2015;7ER;5.4;1471;575;5079;6;3070;2015;1902
1919;730d;258;250;AT;2012;2015;7ER;6.1;1471;590;5079;6;3070;1915;1902
1920;740d;313;250;AT;2012;2015;7ER;5.5;1471;650;5079;6;3070;1940;1902
1921;ActiveHybrid 7;320;250;AT;2012;2015;7ER;5.7;1471;590;5079;6;3070;2045;1902
1922;ActiveHybrid 7L;320;250;AT;2012;2015;7ER;5.7;1481;590;5219;6;3210;2070;1902
1923;750d xDrive;381;250;AT;2012;2015;7ER;4.9;1471;565;5079;6;3070;2070;1902
1924;740Li;320;250;AT;2012;2015;7ER;5.7;1481;650;5219;6;3210;1920;1902
1925;750Li xDrive;450;250;AT;2012;2015;7ER;4.6;1471;585;5219;8;3210;2110;1902
1926;760Li;544;250;AT;2012;2015;7ER;4.6;1481;500;5219;12;3210;2250;1902
1927;750i xDrive;450;250;AT;2012;2015;7ER;4.6;1471;585;5079;8;3070;2075;1902
1928;750i;449;250;AT;2012;2015;7ER;4.8;1471;640;5079;8;3070;2015;1902
1929;750Li;449;250;AT;2012;2015;7ER;4.8;1481;640;5219;8;3210;2035;1902
1930;760i;544;250;AT;2012;2015;7ER;4.6;1471;515;5079;12;3070;2180;1902
1931;740Li;326;250;AT;2008;2012;7ER;6;1478;630;5212;6;3210;1970;1902
1932;730d;245;245;AT;2008;2012;7ER;7.2;1479;640;5072;6;3070;1940;1902
1933;740d;306;250;AT;2008;2012;7ER;6.3;1479;630;5072;6;3070;1950;1902
1934;740i;326;250;AT;2008;2012;7ER;5.9;1479;645;5072;6;3070;1935;1902
1935;730Ld;245;245;AT;2008;2012;7ER;7.3;1478;630;5212;6;3210;1975;1902
1936;740d xDrive;306;250;AT;2008;2012;7ER;6;1479;630;5072;6;3070;2025;1902
1937;730i;258;245;AT;2008;2012;7ER;7.7;1479;684;5072;6;3070;1895;1902
1938;730Li;258;245;AT;2008;2012;7ER;7.8;1478;660;5212;6;3210;1930;1902
1939;750i;407;250;AT;2008;2012;7ER;5.2;1473;630;5072;8;3070;2020;1902
1940;ActiveHybrid 7L;465;250;AT;2008;2012;7ER;4.9;1474;590;5212;8;3210;2145;1902
1941;750Li;407;250;AT;2008;2012;7ER;5.3;1478;630;5212;8;3210;2055;1902
1942;750Li xDrive;407;250;AT;2008;2012;7ER;5.1;1478;630;5212;8;3210;2135;1902
1943;ActiveHybrid 7;465;250;AT;2008;2012;7ER;4.9;1485;590;5072;8;3070;2120;1902
1944;750i xDrive;407;250;AT;2008;2012;7ER;5.1;1479;630;5072;8;3070;2105;1902
1945;760i;544;250;AT;2008;2012;7ER;4.6;1473;590;5072;12;3070;2180;1902
1946;760Li;544;250;AT;2008;2012;7ER;4.6;1484;590;5212;12;3210;2250;1902
1947;730d;231;238;AT;2005;2008;7ER;7.8;1491;580;5039;6;2990;1975;1902
1948;730Li;258;244;AT;2005;2008;7ER;7.9;1484;580;5179;6;3128;1910;1902
1949;730i;258;244;AT;2005;2008;7ER;7.8;1491;580;5039;6;2990;1880;1902
1950;730Ld;231;238;AT;2005;2008;7ER;7.9;1484;580;5179;6;3128;2015;1902
1951;740i;306;250;AT;2005;2008;7ER;6.8;1491;580;5039;8;2990;1970;1902
1952;740Li;306;250;AT;2005;2008;7ER;6.9;1484;580;5179;8;3128;2010;1902
1953;745d;300;250;AT;2005;2008;7ER;6.8;1491;580;5039;8;2990;2115;1902
1954;745d;330;250;AT;2005;2008;7ER;6.6;1491;580;5039;8;2990;2115;1902
1955;750Li;367;250;AT;2005;2008;7ER;6;1484;580;5179;8;3128;2025;1902
1956;750i;367;250;AT;2005;2008;7ER;5.9;1491;580;5039;8;2990;1985;1902
1957;760i;445;250;AT;2005;2008;7ER;5.5;1491;540;5039;12;2990;2180;1902
1958;760Li;445;250;AT;2005;2008;7ER;5.6;1484;500;5179;12;3128;2255;1902
1959;730i;231;237;AT;2001;2005;7ER;8.1;1492;580;5029;6;2990;1880;1902
1960;730d;218;235;AT;2001;2005;7ER;8;1492;580;5029;6;2990;1975;1902
1961;730Li;231;237;AT;2001;2005;7ER;8.3;1492;580;5169;6;3130;1910;1902
1962;735i;272;250;AT;2001;2005;7ER;7.5;1492;580;5029;8;2990;1970;1902
1963;735Li;272;250;AT;2001;2005;7ER;7.5;1492;580;5169;8;3130;2010;1902
1964;740d;258;250;AT;2001;2005;7ER;7.4;1492;580;5029;8;2990;2115;1902
1965;745Li;333;250;AT;2001;2005;7ER;6.3;1492;580;5169;8;3130;2025;1902
1966;745i;333;250;AT;2001;2005;7ER;6.3;1492;580;5029;8;2990;1985;1902
1967;760Li;445;250;AT;2001;2005;7ER;5.6;1492;520;5169;12;3130;2255;1902
1968;760i;445;250;AT;2001;2005;7ER;5.5;1492;540;5029;12;2990;2180;1902
1969;725tds;143;202;AT;1994;1998;7ER;12.2;1435;535;4984;6;2930;1805;1862
1970;725tds;143;206;MT;1994;1998;7ER;11.4;1435;535;4984;6;2930;1785;1862
1971;728i;193;225;AT;1994;1998;7ER;9.6;1435;535;4984;6;2930;1775;1862
1972;728iL;193;225;AT;1994;1998;7ER;9.6;1425;535;5124;6;3070;1800;1862
1973;728i;193;227;MT;1994;1998;7ER;8.6;1435;535;4984;6;2930;1745;1862
1974;730iL;218;234;AT;1994;1998;7ER;9.7;1425;535;5124;8;3070;1855;1862
1975;730i;218;234;AT;1994;1998;7ER;9.7;1435;535;4984;8;2930;1830;1862
1976;730i;218;235;MT;1994;1998;7ER;8.3;1435;535;4984;8;2930;1800;1862
1977;730iL;218;235;MT;1994;1998;7ER;8.3;1425;535;5124;8;3070;1825;1862
1978;735i;235;240;AT;1994;1998;7ER;8.4;1435;535;4984;8;2930;1865;1862
1979;735iL;235;240;AT;1994;1998;7ER;8.4;1425;535;5124;8;3070;1900;1862
1980;735i;235;244;MT;1994;1998;7ER;7.6;1435;535;4984;8;2930;1820;1862
1981;740iL;286;250;AT;1994;1998;7ER;7.4;1425;535;5124;8;3070;1940;1862
1982;740i;286;250;AT;1994;1998;7ER;7.4;1435;535;4984;8;2930;1915;1862
1983;740i;286;250;MT;1994;1998;7ER;6.9;1435;535;4984;8;2930;1865;1862
1984;740i;286;250;AT;1994;1998;7ER;7;1435;535;4984;8;2930;1905;1862
1985;740iL;286;250;AT;1994;1998;7ER;7;1425;535;5124;8;3070;1950;1862
1986;740i;286;250;MT;1994;1998;7ER;6.6;1435;535;4984;8;2930;1875;1862
1987;750iL;326;250;AT;1994;1998;7ER;6.6;1425;535;5124;12;3070;2070;1862
1988;750i;326;250;AT;1994;1998;7ER;6.6;1425;535;4984;12;2930;2035;1862
1989;728i;184;195;AT;1982;1987;7ER;11.5;1430;490;4860;6;2795;1490;1800
1990;728i;184;201;MT;1982;1987;7ER;9.5;1430;510;4860;6;2795;1470;1800
1991;732i;197;202;AT;1982;1987;7ER;10.5;1430;490;4860;6;2795;1520;1800
1992;732i;197;208;MT;1982;1987;7ER;8.6;1430;510;4860;6;2795;1500;1800
1993;L7;185;0;AT;1982;1987;7ER;;1430;470;5014;6;2795;1605;1801
1994;735i;218;211;AT;1982;1987;7ER;9.4;1430;490;4860;6;2795;1520;1800
1995;745i;252;228;AT;1982;1987;7ER;7.9;1430;510;4860;6;2795;1590;1800
1996;735i;204;211;AT;1982;1987;7ER;9.4;1430;490;4860;6;2795;1560;1800
1997;735i;185;199;AT;1982;1987;7ER;10.4;1430;490;4860;6;2795;1560;1800
1998;735i;185;205;MT;1982;1987;7ER;8.9;1430;510;4860;6;2795;1540;1800
1999;735i;204;217;MT;1982;1987;7ER;7.9;1430;510;4860;6;2795;1540;1800
2000;735i;218;217;MT;1982;1987;7ER;7.9;1430;510;4860;6;2795;1500;1800
2001;728i;184;190;AT;1977;1982;7ER;11.5;1430;455;4860;6;2795;1505;1800
2002;728;170;186;AT;1977;1982;7ER;11.2;1430;450;4860;6;2795;1550;1800
2003;728i;184;196;5MT;1977;1982;7ER;9.5;1430;470;4860;6;2795;1490;1800
2004;728i;184;196;4MT;1977;1982;7ER;9.5;1430;470;4860;6;2795;1490;1800
2005;728;170;192;MT;1977;1982;7ER;10.1;1430;470;4860;6;2795;1530;1800
2006;730;184;194;AT;1977;1982;7ER;11.3;1430;450;4860;6;2795;1600;1800
2007;730;184;200;MT;1977;1982;7ER;9.6;1430;470;4860;6;2795;1580;1800
2008;732i;197;198;AT;1977;1982;7ER;10.8;1430;455;4860;6;2795;1545;1800
2009;745i;252;221;AT;1977;1982;7ER;7.8;1430;460;4860;6;2795;1610;1800
2010;733i;197;198;AT;1977;1982;7ER;10.6;1430;450;4860;6;2795;1620;1800
2011;732i;197;205;4MT;1977;1982;7ER;8.7;1430;470;4860;6;2795;1530;1800
2012;733i;197;205;MT;1977;1982;7ER;8.9;1430;470;4860;6;2795;1600;1800
2013;732i;197;205;5MT;1977;1982;7ER;8.7;1430;470;4860;6;2795;1530;1800
2014;745i;252;220;MT;1977;1982;7ER;7.5;1430;470;4860;6;2795;1600;1800
2015;735i;218;206;AT;1977;1982;7ER;9.8;1430;460;4860;6;2795;1540;1800
2016;735i;218;206;AT;1977;1982;7ER;9.8;1430;470;4860;6;2795;1530;1800
2017;735i;218;212;MT;1977;1982;7ER;8;1430;480;4860;6;2795;1520;1800
2018;735i;218;212;MT;1977;1982;7ER;8;1430;470;4860;6;2795;1530;1800
2019;840Ci;286;250;AT;1989;1999;8ER;7.4;1340;400;4780;8;2684;1830;1855
2020;840Ci;286;250;MT;1989;1999;8ER;6.9;1340;400;4780;8;2684;1780;1855
2021;840Ci;286;250;AT;1989;1999;8ER;7;1340;420;4780;8;2684;1820;1855
2022;840Ci;286;250;MT;1989;1999;8ER;6.6;1340;420;4780;8;2684;1780;1855
2023;850i;300;250;AT;1989;1999;8ER;7.4;1340;400;4780;12;2684;1790;1855
2024;850Ci;300;250;AT;1989;1999;8ER;7.4;1340;400;4780;12;2684;1790;1855
2025;850i;300;250;MT;1989;1999;8ER;6.8;1340;400;4780;12;2684;1790;1855
2026;850Ci;300;250;MT;1989;1999;8ER;6.8;1340;400;4780;12;2684;1790;1855
2027;850Ci;326;250;AT;1989;1999;8ER;6.3;1340;420;4780;12;2684;1880;1855
2028;850CSi;381;250;MT;1989;1999;8ER;6;1330;435;4780;12;2684;1865;1855
2029;i3;34;150;Reducer;2013;2015;I3;7.9;1578;415;3999;2;2570;1315;1775
2030;i3;0;150;Reducer;2013;2015;I3;7.2;1578;425;3999;;2570;1195;1775
2031;i8;231;250;Reducer;2013;2015;I8;4.4;1293;370;4689;3;2800;1485;1942
2032;3.5;277;262;MT;1978;1981;1ER;5.6;1140;300;4360;6;2560;1300;1824
2033;3.2;343;250;MT;2000;2006;3ER;5.5;1370;445;4492;6;2731;1730;1780
2034;3.2;337;0;MT;2000;2006;3ER;;1370;385;4492;6;2731;1715;1780
2035;3.2;343;250;MT;2000;2006;3ER;5.2;1372;505;4492;6;2731;1570;1780
2036;3.2;337;0;MT;2000;2006;3ER;;1372;471;4492;6;2731;1549;1780
2037;3.2;360;250;MT;2000;2006;3ER;4.9;1365;490;4492;6;2731;1385;1780
2038;3.0;286;250;MT;1992;1999;3ER;6.2;1340;390;4433;6;2700;1615;1710
2039;3.2;321;250;MT;1992;1999;3ER;5.6;1340;420;4433;6;2710;1635;1710
2040;3.0;286;250;MT;1992;1999;3ER;6;1365;470;4433;6;2700;1535;1698
2041;3.2;321;250;MT;1992;1999;3ER;5.5;1365;490;4433;6;2710;1535;1710
2042;3.0;295;250;MT;1992;1999;3ER;5.9;1335;470;4433;6;2700;1460;1710
2043;3.0;240;220;AT;1992;1999;3ER;;1335;460;4433;6;2710;1470;1710
2044;3.0;240;220;MT;1992;1999;3ER;;1335;490;4433;6;2710;1440;1710
2045;3.0;286;250;MT;1992;1999;3ER;6;1335;470;4433;6;2700;1460;1710
2046;3.2;240;224;AT;1992;1999;3ER;;1335;460;4433;6;2710;1470;1710
2047;3.2;240;224;MT;1992;1999;3ER;;1335;490;4433;6;2710;1440;1710
2048;3.2;321;250;MT;1992;1999;3ER;5.5;1335;490;4433;6;2710;1515;1710
2049;3.0;240;233;MT;1992;1999;3ER;;1335;490;4433;6;2710;1338;1710
2050;2.3;215;239;MT;1986;1993;3ER;7.3;1370;360;4345;4;2565;1360;1680
2051;2.3;200;233;MT;1986;1993;3ER;7.3;1370;360;4345;4;2565;1360;1680
2052;2.3;195;228;MT;1986;1993;3ER;7.5;1370;360;4345;4;2565;1360;1680
2053;2.3;220;243;MT;1986;1993;3ER;6.7;1370;400;4345;4;2565;1200;1680
2054;2.3;215;241;MT;1986;1993;3ER;6.7;1370;400;4345;4;2565;1200;1680
2055;2.3;200;235;MT;1986;1993;3ER;6.7;1370;375;4345;4;2565;1165;1680
2056;2.3;195;230;MT;1986;1993;3ER;6.9;1370;400;4345;4;2565;1200;1680
2057;2.5;238;248;MT;1986;1993;3ER;6.5;1370;400;4345;4;2565;1200;1680
2058;3.0;431;250;MT;2013;2015;3ER;4.3;1424;580;4671;6;2812;1520;1877
2059;3.0;431;250;DCT;2013;2015;3ER;4.1;1424;540;4671;6;2812;1560;1877
2060;4.0;420;250;MT;2007;2015;3ER;5.3;1392;395;4615;8;2761;1885;1804
2061;4.0;420;250;DCT;2007;2015;3ER;5.3;1392;450;4615;8;2761;1905;1804
2062;4.0;420;250;MT;2007;2015;3ER;4.8;1424;500;4615;8;2761;1655;1976
2063;4.0;420;250;DCT;2007;2015;3ER;4.8;1424;500;4615;8;2761;1655;1976
2064;4.0;414;250;MT;2007;2015;3ER;5;1447;460;4583;8;2761;1690;1817
2065;4.0;420;250;MT;2007;2015;3ER;4.9;1447;545;4580;8;2761;1680;1817
2066;4.0;420;250;DCT;2007;2015;3ER;4.7;1447;525;4580;8;2761;1700;1817
2067;4.0;414;250;M-DCT;2007;2015;3ER;4.7;1447;460;4583;8;2761;1690;1817
2068;3.0;431;250;MT;2013;2015;4ER;4.6;1386;500;4671;6;2812;1750;1870
2069;3.0;431;250;DCT;2013;2015;4ER;4.4;1386;460;4671;6;2812;1790;1870
2070;3.0;431;250;MT;2013;2015;4ER;4.3;1383;543;4671;6;2812;1497;1870
2071;3.0;431;250;DCT;2013;2015;5ER;4.1;1383;503;4671;6;2812;1537;1870
2072;4.9;400;250;MT;1998;2003;5ER;5.3;1437;570;4784;8;2830;1795;1800
2073;4.4;560;250;M-DKG;2011;2013;5ER;4.4;1456;540;4910;8;2964;1945;1891
2074;5.0;507;250;MT;2004;2010;5ER;4.7;1469;480;4863;10;2889;1820;1846
2075;5.0;507;250;SMG;2004;2010;5ER;4.7;1469;520;4855;10;2889;1780;1846
2076;5.0;507;250;SMG;2004;2010;5ER;4.7;1469;545;4855;10;2889;1755;1846
2077;5.0;507;250;SMG;2004;2010;5ER;4.8;1512;535;4855;10;2889;1880;1846
2078;4.4;560;250;M-DKG;2013;2014;5ER;4.3;1467;540;4910;8;2964;1945;1891
2079;3.5;315;250;MT;1988;1995;5ER;6.3;1392;480;4720;6;2761;1670;1751
2080;3.8;340;250;MT;1988;1995;5ER;5.9;1392;500;4720;6;2761;1650;1751
2081;3.8;340;250;MT;1988;1995;5ER;5.9;1392;500;4720;6;2761;1720;1751
2082;3.5;286;245;MT;1984;1988;5ER;6.5;1400;470;4620;6;2625;1430;1700
2083;4.4;560;250;M-DCT;2012;2015;6ER;4.3;1368;;4898;8;2851;1980;1899
2084;4.4;;;M-DCT;2012;2015;6ER;4.2;1368;;4898;8;2851;1850;1899
2085;4.4;560;250;M-DCT;2012;2014;6ER;4.2;1392;535;5007;8;2968;1950;1894
2086;5.0;507;250;SMG;2004;2010;6ER;4.8;1377;450;4871;10;2781;2005;1855
2087;5.0;507;250;SMG;2004;2010;6ER;4.6;1372;490;4871;10;2781;1785;1855
2088;M635CSi;286;255;MT;1983;1989;6ER;6.4;1354;350;4755;6;2625;1500;1725
2089;M635CSi;260;242;MT;1983;1989;6ER;6.9;1354;350;4755;6;2625;1515;1725
2090;sDrive18i;150;200;AT;2012;2015;X1;10.4;1545;550;4454;4;2760;1530;1798
2091;xDrive20i;184;215;AT;2012;2015;X1;7.9;1545;550;4454;4;2760;1665;1798
2092;xDrive20d;184;215;AT;2012;2015;X1;8.1;1545;550;4454;4;2760;1660;1798
2093;xDrive25d;218;230;AT;2012;2015;X1;6.8;1545;550;4454;4;2760;1670;1798
2094;sDrive18d;143;202;AT;2012;2015;X1;9.6;1545;560;4454;4;2760;1570;1798
2095;sDrive28i;245;204;AT;2012;2015;X1;6.5;1545;410;4483;4;2760;1630;1798
2096;xDrive18d;143;195;AT;2012;2015;X1;10;1545;550;4454;4;2760;1650;1798
2097;sDrive20d;184;218;AT;2012;2015;X1;7.7;1545;550;4454;4;2760;1575;1798
2098;sDrive20i;184;220;AT;2012;2015;X1;7.5;1545;550;4454;4;2760;1585;1798
2099;xDrive28i;245;204;AT;2012;2015;X1;6.6;1545;410;4483;4;2760;1725;1798
2100;sDrive16d;116;189;AT;2012;2015;X1;11.3;1545;550;4454;4;2760;1570;1798
2101;xDrive28i;245;205;AT;2012;2015;X1;6.5;1545;550;4454;4;2760;1670;1798
2102;xDrive20d;184;205;MT;2012;2015;X1;8.1;1545;550;4454;4;2760;1650;1798
2103;xDrive25d;218;205;MT;2012;2015;X1;6.8;1545;550;4454;4;2760;1660;1798
2104;xDrive18d;143;195;MT;2012;2015;X1;9.9;1545;550;4454;4;2760;1640;1798
2105;sDrive16d;116;190;MT;2012;2015;X1;11.5;1545;550;4454;4;2760;1555;1798
2106;sDrive20i;184;220;MT;2012;2015;X1;7.4;1545;550;4454;4;2760;1560;1798
2107;xDrive28i;245;240;MT;2012;2015;X1;6.1;1545;550;4454;4;2760;1655;1798
2108;sDrive20d;163;215;MT;2012;2015;X1;8.3;1545;550;4454;4;2760;1565;1798
2109;sDrive18i;150;202;MT;2012;2015;X1;9.7;1545;550;4454;4;2760;1505;1798
2110;sDrive18d;143;202;MT;2012;2015;X1;9.6;1545;550;4454;4;2760;1555;1798
2111;xDrive20i;184;205;MT;2012;2015;X1;7.8;1545;550;4454;4;2760;1650;1798
2112;sDrive20d;184;220;MT;2012;2015;X1;7.8;1545;550;4454;4;2760;1565;1798
2113;xDrive35i;305;204;AT;2012;2015;X1;5.6;1545;410;4483;6;2760;1795;1798
2114;xDrive20i;184;215;AT;2009;2012;X1;7.9;1545;550;4454;4;2760;1590;1798
2115;sDrive20i;184;220;AT;2009;2012;X1;7.7;1545;550;4454;4;2760;1510;1798
2116;sDrive20d;177;218;AT;2009;2012;X1;8.3;1545;560;4454;4;2760;1500;1798
2117;sDrive18d;143;200;AT;2009;2012;X1;9.9;1545;560;4454;4;2760;1495;1798
2118;sDrive18i;150;200;AT;2009;2012;X1;10.4;1545;555;4454;4;2760;1455;1798
2119;xDrive23d;204;223;AT;2009;2012;X1;7.3;1545;565;4454;4;2760;1595;1798
2120;xDrive18d;143;195;AT;2009;2012;X1;10.3;1545;565;4454;4;2760;1575;1798
2121;xDrive20d;177;213;AT;2009;2012;X1;8.6;1545;560;4454;4;2760;1585;1798
2122;xDrive28i;245;240;AT;2009;2012;X1;6.5;1545;555;4454;4;2760;1595;1798
2123;xDrive28i;245;240;MT;2009;2012;X1;6.1;1545;550;4454;4;2760;1580;1798
2124;sDrive18i;150;202;MT;2009;2012;X1;9.7;1545;560;4454;4;2760;1430;1798
2125;xDrive20d;177;213;MT;2009;2012;X1;8.4;1545;555;4454;4;2760;1575;1798
2126;xDrive23d;204;223;MT;2009;2012;X1;7.3;1545;565;4454;4;2760;1585;1798
2127;xDrive20i;184;215;MT;2009;2012;X1;7.8;1545;550;4454;4;2760;1575;1798
2128;sDrive20d;163;215;MT;2009;2012;X1;8.3;1545;555;4454;4;2760;1490;1798
2129;xDrive18d;143;195;MT;2009;2012;X1;10.1;1545;580;4454;4;2760;1540;1798
2130;sDrive20d;177;218;MT;2009;2012;X1;8.1;1545;555;4454;4;2760;1490;1798
2131;sDrive18d;143;200;MT;2009;2012;X1;9.6;1545;560;4454;4;2760;1470;1798
2132;sDrive20i;184;220;MT;2009;2012;X1;7.4;1545;550;4454;4;2760;1485;1798
2133;xDrive28i;258;230;6AT;2009;2012;X1;6.8;1545;570;4454;6;2760;1610;1798
2134;xDrive25i;218;223;AT;2009;2012;X1;7.9;1545;580;4454;6;2760;1600;1798
2135;sDrive18d;150;195;AT;2014;2015;X3;9.8;1661;640;4657;4;2810;1680;1881
2136;sDrive20i;184;210;AT;2014;2015;X3;8.2;1661;590;4657;4;2810;1680;1881
2137;xDrive28i;245;230;AT;2014;2015;X3;6.5;1661;590;4657;4;2810;1770;1881
2138;xDrive20i;184;210;AT;2014;2015;X3;8.2;1661;590;4657;4;2810;1735;1881
2139;xDrive20d;190;210;AT;2014;2015;X3;8.1;1661;620;4657;4;2810;1745;1881
2140;sDrive18d;150;195;MT;2014;2015;X3;9.5;1661;640;4657;4;2810;1660;1881
2141;xDrive20d;190;210;MT;2014;2015;X3;8.1;1661;620;4657;4;2810;1730;1881
2142;xDrive20i;184;210;MT;2014;2015;X3;8.4;1661;590;4657;4;2810;1720;1881
2143;xDrive35d;313;245;AT;2014;2015;X3;5.3;1661;580;4657;6;2810;1860;1881
2144;xDrive35i;306;245;AT;2014;2015;X3;5.6;1661;590;4657;6;2810;1815;1881
2145;xDrive30d;258;232;AT;2014;2015;X3;5.9;1661;590;4657;6;2810;1820;1881
2146;xDrive20d;184;210;AT;2010;2015;X3;8.5;1675;575;4648;4;2810;1800;1881
2147;xDrive20i;184;210;AT;2010;2015;X3;8.6;1675;590;4648;4;2810;1795;1881
2148;xDrive28i;245;210;AT;2010;2015;X3;6.7;1675;590;4648;4;2810;1795;1881
2149;sDrive18d;143;190;AT;2010;2015;X3;10.3;1675;590;4648;4;2810;1755;1881
2150;xDrive20i;184;210;MT;2010;2015;X3;8.3;1675;590;4648;4;2810;1785;1881
2151;xDrive20d;184;210;MT;2010;2015;X3;8.5;1675;575;4648;4;2810;1790;1881
2152;sDrive18d;143;195;MT;2010;2015;X3;9.9;1675;590;4648;4;2810;1735;1881
2153;xDrive30d;250;230;AT;2010;2014;X3;6.2;1675;575;4648;6;2810;1875;1881
2154;xDrive35i;306;245;AT;2010;2015;X3;5.7;1675;560;4648;6;2810;1880;1881
2155;xDrive35d;313;240;AT;2010;2015;X3;5.8;1675;590;4648;6;2810;1925;1881
2156;xDrive28i;258;230;AT;2010;2015;X3;6.9;1675;590;4648;6;2810;1820;1881
2157;xDrive20d;177;205;AT;2006;2010;X3;9.2;1674;515;4569;4;2795;1825;1853
2158;2.0d;177;205;AT;2006;2010;X3;9.2;1674;515;4569;4;2795;1825;1853
2159;2.0d;177;206;MT;2006;2010;X3;8.9;1674;525;4569;4;2795;1815;1853
2160;2.0i;150;198;MT;2006;2010;X3;11.5;1674;545;4569;4;2795;1730;1853
2161;xDrive20d;177;206;MT;2006;2010;X3;8.9;1674;525;4569;4;2795;1815;1853
2162;xDrive18d;143;195;MT;2006;2010;X3;10.3;1674;525;4569;4;2795;1815;1853
2163;2.0d;150;198;MT;2006;2010;X3;10.2;1674;520;4569;4;2795;1820;1853
2164;2.0i;150;198;MT;2006;2010;X3;11.5;1674;545;4569;4;2795;1730;1853
2165;xDrive20i;150;198;MT;2006;2010;X3;11.5;1674;545;4569;4;2795;1730;1853
2166;xDrive25i;218;210;AT;2006;2010;X3;8.9;1674;545;4569;6;2795;1830;1853
2167;2.5si;218;210;AT;2006;2010;X3;8.9;1674;545;4569;6;2795;1830;1853
2168;2.5si;218;210;AT;2006;2010;X3;8.9;1674;545;4569;6;2795;1830;1853
2169;2.5si;218;210;MT;2006;2010;X3;8.5;1674;530;4569;6;2795;1805;1853
2170;xDrive25i;218;210;MT;2006;2010;X3;8.5;1674;530;4569;6;2795;1805;1853
2171;2.5si;218;210;MT;2006;2010;X3;8.5;1674;530;4569;6;2795;1805;1853
2172;xDrive35d;286;240;AT;2006;2010;X3;6.4;1674;510;4569;6;2795;1950;1853
2173;xDrive30d;218;210;AT;2006;2010;X3;7.7;1674;545;4569;6;2795;1885;1853
2174;xDrive30i;264;209;AT;2006;2010;X3;7.4;1674;470;4569;6;2795;1890;1853
2175;xDrive30i;272;210;AT;2006;2010;X3;7.5;1674;535;4569;6;2795;1840;1853
2176;3.0sd;286;240;AT;2006;2010;X3;6.4;1674;510;4569;6;2795;1950;1853
2177;3.0d;218;210;AT;2006;2010;X3;7.7;1674;545;4569;6;2795;1885;1853
2178;3.0si;264;209;AT;2006;2010;X3;7.4;1674;470;4569;6;2795;1845;1853
2179;3.0si;272;210;AT;2006;2010;X3;7.5;1674;535;4569;6;2795;1840;1853
2180;3.0d;218;210;AT;2006;2010;X3;7.7;1674;545;4569;6;2795;1885;1853
2181;3.0sd;286;240;AT;2006;2010;X3;6.6;1674;510;4569;6;2795;1950;1853
2182;3.0si;272;210;AT;2006;2010;X3;7.5;1674;535;4569;6;2795;1840;1853
2183;3.0si;264;209;MT;2006;2010;X3;7.2;1674;470;4569;6;2795;1820;1853
2184;xDrive30i;264;209;MT;2006;2010;X3;7.2;1674;470;4569;6;2795;1865;1853
2185;3.0si;272;210;MT;2006;2010;X3;7.2;1674;520;4569;6;2795;1815;1853
2186;xDrive30d;218;210;MT;2006;2010;X3;7.4;1674;545;4569;6;2795;1880;1853
2187;3.0si;272;210;MT;2006;2010;X3;7.2;1674;520;4569;6;2795;1815;1853
2188;3.0d;218;210;MT;2006;2010;X3;7.4;1674;545;4569;6;2795;1880;1853
2189;xDrive30i;272;210;MT;2006;2010;X3;7.2;1674;520;4569;6;2795;1815;1853
2190;3.0d;218;210;MT;2006;2010;X3;7.4;1674;545;4569;6;2795;1880;1853
2191;2.0d;150;198;MT;2003;2006;X3;10.2;1674;500;4565;4;2795;1820;1853
2192;2.0i;150;198;MT;2003;2006;X3;11.5;1674;500;4565;4;2795;1730;1853
2193;2.0d;150;198;MT;2003;2006;X3;10.2;1674;500;4565;4;2795;1820;1853
2194;2.5i;186;0;AT;2003;2006;X3;;1674;455;4565;6;2795;1835;1853
2195;2.5i;192;208;AT;2003;2006;X3;9.8;1674;500;4565;6;2795;1840;1853
2196;2.5i;192;208;MT;2003;2006;X3;8.9;1674;500;4565;6;2795;1815;1853
2197;2.5i;186;0;MT;2003;2006;X3;;1674;450;4565;6;2795;1815;1853
2198;3.0d;218;210;AT;2003;2006;X3;7.7;1674;500;4565;6;2795;1885;1853
